,dist_to_low,id
0,2.0845535662375014,7237550310.0
1,2.153384574565586,1736800520.0
2,0.26803157272948114,9297300055.0
3,2.349361786332713,2524049179.0
4,1.3767492462004012,1794500383.0
5,0.9487570330985221,3303700376.0
6,2.3413106574944353,1873100390.0
7,0.2965518597602273,461000390.0
8,1.0619775290925877,9547205180.0
9,0.4381507118889608,7766200013.0
10,1.4955262570185492,7203220400.0
11,1.011871064359044,9270200160.0
12,0.8562601582013596,4178300310.0
13,1.4687377811814144,822039084.0
14,3.892991415256007,4217401195.0
15,3.6143851781309624,9822700295.0
16,2.1173752156316326,7922800400.0
17,0.3332312337659072,1516000055.0
18,2.9123072585054817,3394100030.0
19,5.723439026685233,1802000060.0
20,2.557227011192938,1525059190.0
21,2.5940236123696865,3276920270.0
22,0.7782430471615537,1531000030.0
23,1.847172614633128,4232902595.0
24,1.8784977100617453,5036300431.0
25,0.3202407854330462,6021501535.0
26,3.418675538094837,1483300570.0
27,2.1341399750383445,1952200240.0
28,0.9807083641602149,7214720075.0
29,3.206305402014405,2450000295.0
30,1.063764333369047,1853000400.0
31,0.07828420177389157,3626039325.0
32,0.6321272660477865,7278700070.0
33,1.9231181479905373,3275860240.0
34,5.473111204997048,4389200955.0
35,1.0269230913020089,2331300505.0
36,1.2807736700467622,9545240070.0
37,1.8080988225170413,1243100136.0
38,0.8343077333628818,2767602356.0
39,1.9304998350488216,4232901525.0
40,3.1050380509994024,1526069017.0
41,1.9231695861175713,809001525.0
42,1.7208543432706886,7855801670.0
43,1.0034598316266967,6388930390.0
44,3.365659908560002,7215720160.0
45,0.23475106576107962,1836980160.0
46,1.537313728694886,3261020370.0
47,3.1136404788193466,1762600070.0
48,0.5719989852123638,1687900520.0
49,2.612287669223629,11510310.0
50,1.6455489898010565,825059270.0
51,3.27522288316097,2287000060.0
52,2.097842903531726,3456000310.0
53,2.588039655125289,9526600140.0
54,3.6055772772617627,46100204.0
55,0.48313021383903826,1250202145.0
56,1.5554136408085584,5611500140.0
57,0.5645593188606116,8096000060.0
58,2.9916273907659505,1762600320.0
59,3.5751400902741484,326069104.0
60,1.8912812441830573,2025069065.0
61,2.462125298299306,1873100060.0
62,1.2697139715939278,8722101360.0
63,5.59303810322938,7960900060.0
64,2.636028263090858,4054500390.0
65,0.20333958220255396,1126049053.0
66,0.637424267699236,7424700045.0
67,1.745593022167827,7202360350.0
68,1.657440506023097,9552700140.0
69,2.7128457691115657,9510920070.0
70,1.7881865885969936,3225069065.0
71,0.24670143564369118,5016001535.0
72,0.6618005860005963,3204800200.0
73,0.488153862593828,3416600800.0
74,1.7583033743543786,1860600135.0
75,1.6001987846492143,4139480200.0
76,1.6001987846492143,4139480200.0
77,0.616670880963262,325059286.0
78,2.527225508590744,1959700550.0
79,1.9454229486113939,9542850320.0
80,3.2254056633726957,3179100060.0
81,3.824121699948769,191100045.0
82,0.8893243004932322,2877103726.0
83,0.9585219533573072,1115300070.0
84,3.4302720356290237,2757000030.0
85,1.004011428104995,325059171.0
86,0.17482050559465942,952003285.0
87,1.4739845920376404,7855801090.0
88,0.30951259622069405,6116500075.0
89,0.6764117228375122,1118500030.0
90,2.909825347903671,424069250.0
91,3.7638619213054056,98020310.0
92,1.6545974946017887,624111000.0
93,1.8659298488016782,713500030.0
94,3.1854042827779283,8651600160.0
95,5.913303545518851,1653500070.0
96,3.537105835990835,1923000030.0
97,0.29437186572437224,9385200055.0
98,0.7056481027405839,1560930070.0
99,4.337859300714867,8678500060.0
100,4.9837952897567295,9808650060.0
101,2.583805957213888,2944010240.0
102,2.625872242223022,3454000060.0
103,1.5261176465653779,2268400350.0
104,0.6094898564174841,7504101040.0
105,2.1919255941415754,11500890.0
106,2.1448353404839735,2024069128.0
107,1.6993230028595367,4055700030.0
108,0.38453960559144285,1324059104.0
109,3.3437366435503915,2287000030.0
110,1.3540823403850448,2122039094.0
111,0.37453742374321447,6154500070.0
112,1.7380226245540684,8651611170.0
113,0.662078791686008,8820902200.0
114,1.8072979515529604,8651610890.0
115,2.9584132746021647,1853080570.0
116,2.935892662918414,6189200125.0
117,2.173274933347476,2625069070.0
118,1.7714470821421426,9286000240.0
119,4.094308967354363,8691370400.0
120,2.6711754348214525,5423010350.0
121,0.20837102021574636,3760000030.0
122,0.3864962091448544,4432600075.0
123,2.104343604408376,7852170140.0
124,1.9227685717154617,1245002952.0
125,1.504970671139781,3885805665.0
126,2.165240470471879,7322910030.0
127,0.3804480962983415,925059288.0
128,2.212109999409884,4386700135.0
129,0.455710569656371,1923069078.0
130,3.9847283284007182,4348800030.0
131,1.5767494557790813,7202331420.0
132,3.6407540172837547,3225079035.0
133,2.0503191458102608,339500160.0
134,2.7830068870911275,4403600270.0
135,0.6073767375317566,622049114.0
136,2.3057038399278778,2944000240.0
137,0.21380907095028465,4139400710.0
138,3.5540705417299088,4099500935.0
139,3.235083831603784,1373800295.0
140,1.548989774000059,4309710240.0
141,2.981696341709055,5486800070.0
142,1.8127121019838615,4376700570.0
143,0.30211132648767813,6431500140.0
144,1.3420339510722865,2725069050.0
145,2.8680160354695707,2436701180.0
146,3.737931264118638,98020350.0
147,0.14356046079759877,1189000030.0
148,3.253717041053523,1526069135.0
149,0.28907316230443136,2998800125.0
150,1.407954176873704,7504010570.0
151,0.3246969532064767,6909200575.0
152,3.070212149364835,8651100140.0
153,2.620955394388368,2321300390.0
154,1.5456688407665475,4379400260.0
155,2.0034377669231094,8925100390.0
156,0.3636065128311485,8832900550.0
157,0.6068158486845685,6379500640.0
158,0.2741501946299608,9385200045.0
159,2.6216027509110793,5196410260.0
160,1.1499369874159093,3760500116.0
161,0.9494380638797747,259900160.0
162,4.373317478976313,708000030.0
163,0.3933004018586021,3300701615.0
164,4.105251986712092,7613700521.0
165,0.7486455582250301,6067910030.0
166,2.7006075267674072,1959701890.0
167,2.1485401109341717,7852070060.0
168,1.4813207743521384,3526069070.0
169,0.6797706745570865,2346200030.0
170,3.5374416203444627,5450900060.0
171,2.450454471544901,3121500340.0
172,3.1786854032302583,7527200030.0
